Symbol,Name
SPRQ,Spartan Acquisition Corp. II Class A Common Stock
SPRQ.U,Spartan Acquisition Corp. II Units
SPRQ.WS,Spartan Acquisition Corp. II Warrants exercisable for one share of Class A Common Stock
SPXC,SPX Corporation Common Stock
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund
SQ,Square Inc. Class A Common Stock
SQM,Sociedad Quimica y Minera S.A. Common Stock
SQNS,Sequans Communications S.A. American Depositary Shares
SQZ,SQZ Biotechnologies Company Common Stock
SR,Spire Inc. Common Stock
SR.PRA,Spire Inc.
SRC,Spirit Realty Capital Inc. Common Stock
SRC.PRA,Spirit Realty Capital Inc.
SRE,Sempra Energy Common Stock
SRE.PRB,Sempra Energy
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079
SRG,Seritage Growth Properties Class A Common Stock
SRG.PRA,Seritage Growth Properties
SRI,Stoneridge Inc. Common Stock
SRL,Scully Royalty Ltd.
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests
SRT,StarTek Inc. Common Stock
SRV,Cushing MLP & Infrastructure Total Return Fund
SSD,Simpson Manufacturing Company Inc. Common Stock
SSL,Sasol Ltd. American Depositary Shares
SSTK,Shutterstock Inc. Common Stock
ST,Sensata Technologies Holding plc Ordinary Shares
STAG,Stag Industrial Inc. Common Stock
STAG.PRC,Stag Industrial Inc.
STAR          ,iStar Inc. Common Stock
STAR.PRD,iStar Inc.
STAR.PRG,iStar Inc.
STAR.PRI,iStar Inc.
STC,Stewart Information Services Corporation Common Stock
STE,STERIS plc (Ireland) Ordinary Shares
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares
STIC,Northern Star Acquisition Corp. Class A Common Stock
STIC.U,Northern Star Acquisition Corp. Units each consisting of one share of common stock and one-third ofA one Warrant
STIC.WS,Northern Star Acquisition Corp. Redeemable warrants each whole warrant exercisable for shares of Class A common stock at an exercise price of $11.50 per share
STK,Columbia Seligman Premium Technology Growth Fund Inc
STL,Sterling Bancorp
STL.PRA,Sterling Bancorp
STLA,Stellantis N.V. Common Shares
STM,STMicroelectronics N.V. Common Stock
STN,Stantec Inc Common Stock
STNG,Scorpio Tankers Inc. Common Shares
STON,StoneMor Inc. Common Stock
STOR,STORE Capital Corporation Common Stock
STPC.U,Star Peak Corp II Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant
STPK,Star Peak Energy Transition Corp. Class A Common Stock
STPK.U,Star Peak Energy Transition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
STPK.WS,Star Peak Energy Transition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
STT,State Street Corporation Common Stock
STT.PRD,State Street Corporation
STT.PRG,State Street Corporation
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.
STZ,Constellation Brands Inc. Common Stock
STZ/B,Constellation Brands Inc
SU,Suncor Energy  Inc. Common Stock
SUI,Sun Communities Inc. Common Stock
SUM,Summit Materials Inc. Class A Common Stock
SUN,Sunoco LP Common Units representing limited partner interests
SUP,Superior Industries International Inc. Common Stock (DE)
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
SWBK.U,Switchback II Corporation Units each consisting of one Class A ordinary share and one fifth of one redeemable warrant
SWCH,Switch Inc. Class A Common Stock
SWI,SolarWinds Corporation Common Stock
SWK,Stanley Black & Decker Inc. Common Stock
SWM,Schweitzer-Mauduit International Inc. Common Stock
SWN,Southwestern Energy Company Common Stock
SWT,Stanley Black & Decker Inc. Corporate Unit
SWX,Southwest Gas Holdings Inc. Common Stock (DE)
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock
SXC,SunCoke Energy Inc. Common Stock
SXI,Standex International Corporation Common Stock
SXT,Sensient Technologies Corporation Common Stock
SYF,Synchrony Financial Common Stock
SYF.PRA,Synchrony Financial
SYK,Stryker Corporation Common Stock
SYX,Systemax Inc. Common Stock
SYY,Sysco Corporation Common Stock
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest
T,AT&T Inc.
T.PRA,AT&T Inc.
T.PRC,AT&T Inc.
TAC,TransAlta Corporation Ordinary Shares
TACA,Trepont Acquisition Corp I
TACA.U,Trepont Acquisition Corp I Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
TACA.WS,Trepont Acquisition Corp I
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
TAL,TAL Education Group American Depositary Shares
TALO,Talos Energy Inc. Common Stock
TAP,Molson Coors Beverage Company Class B Common Stock
TAP.A,Molson Coors Beverage Company Molson Coors Brewing Company Class A Common Stock
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares
TBA,Thoma Bravo Advantage Class A Ordinary Shares
TBB,AT&T Inc. 5.350% Global Notes due 2066
TBC,AT&T Inc. 5.625% Global Notes due 2067
TBI,TrueBlue Inc. Common Stock
TCI,Transcontinental Realty Investors Inc. Common Stock
TCP,TC PipeLines LP Common Units representing Limited Partner Interests
TCS,Container Store (The) Common Stock
TD,Toronto Dominion Bank (The) Common Stock
TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061
TDC,Teradata Corporation Common Stock
TDE,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059
TDF,Templeton Dragon Fund Inc. Common Stock
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock
TDI,Telephone and Data Systems Inc. Sr Nt
TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060
TDOC,Teladoc Health Inc. Common Stock
TDS,Telephone and Data Systems Inc. Common Shares
TDW,Tidewater Inc. Common Stock
TDW.WS.A,Tidewater Inc. Series A Warrants to purchase shares of common stock (expiring July 31 2023)
TDW.WS.B,Tidewater Inc. Series B Warrants to purchase shares of common stock (expiring July 31 2023)
TDY,Teledyne Technologies Incorporated Common Stock
TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest
TECK,Teck Resources Ltd Ordinary Shares
TEF,Telefonica SA Common Stock
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock
TEL,TE Connectivity Ltd. New Switzerland Registered Shares
TEN,Tenneco Inc. Class A Voting Common Stock
TEO,Telecom Argentina SA
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,Terex Corporation Common Stock
TFC,Truist Financial Corporation Common Stock
TFC.PRF,Truist Financial Corporation
TFC.PRG,Truist Financial Corporation
TFC.PRH,Truist Financial Corporation
TFC.PRI,Truist Financial Corporation
TFC.PRO,Truist Financial Corporation
TFC.PRR,Truist Financial Corporation
TFII,TFI International Inc. Common Shares
TFX,Teleflex Incorporated Common Stock
TG,Tredegar Corporation Common Stock
TGH,Textainer Group Holdings Limited Common Shares
TGI,Triumph Group Inc. Common Stock
TGNA,TEGNA Inc
TGP,Teekay LNG Partners L.P.
TGP.PRA,Teekay LNG Partners L.P.
TGP.PRB,Teekay LNG Partners L.P.
TGS,Transportadora de Gas del Sur SA TGS Common Stock
TGT,Target Corporation Common Stock
THC,Tenet Healthcare Corporation Common Stock
THG,Hanover Insurance Group Inc
THO,Thor Industries Inc. Common Stock
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest
THR,Thermon Group Holdings Inc. Common Stock
THS,Treehouse Foods Inc. Common Stock
THW,Tekla World Healthcare Fund Shares of Beneficial Interest
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) 
TINV,Tiga Acquisition Corp. Class A Ordinary Shares
TINV.U,Tiga Acquisition Corp. Units each consisting of one Class A ordinary share and one half of one warrant
TINV.WS,Tiga Acquisition Corp. Warrants each warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
TISI,Team Inc. Common Stock
TJX,TJX Companies Inc. (The) Common Stock
TK,Teekay Corporation Common Stock
TKC,Turkcell Iletisim Hizmetleri AS Common Stock
TKR,Timken Company (The) Common Stock
TLK,PT Telekomunikasi Indonesia Tbk
TLYS,Tilly's Inc. Common Stock
TM,Toyota Motor Corporation Common Stock
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares
TMHC,Taylor Morrison Home Corporation Common Stock
TMO,Thermo Fisher Scientific Inc Common Stock
TMST,TimkenSteel Corporation Common Shares
TMX,Terminix Global Holdings Inc. Common Stock
TNC,Tennant Company Common Stock
TNET,TriNet Group Inc. Common Stock
TNK,Teekay Tankers Ltd.
TNP,Tsakos Energy Navigation Ltd Common Shares
TNP.PRD,Tsakos Energy Navigation Ltd
TNP.PRE,Tsakos Energy Navigation Ltd
TNP.PRF,Tsakos Energy Navigation Ltd
TOL,Toll Brothers Inc. Common Stock
TOT,Total SE
TPB,Turning Point Brands Inc. Common Stock
TPC,Tutor Perini Corporation Common Stock
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares
TPGY.U,TPG Pace Beneficial Finance Corp. Units each consisting of one Class A ordinary share and one-fifth of one Warrant
TPGY.WS,TPG Pace Beneficial Finance Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
TPH,Tri Pointe Homes Inc. Common Stock
TPL,Texas Pacific Land Corporation Common Stock
TPR,Tapestry Inc. Common Stock
TPRE,Third Point Reinsurance Ltd. Common Shares
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock
TPVY,TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022
TPX,Tempur Sealy International Inc. Common Stock
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock
TR,Tootsie Roll Industries Inc. Common Stock
TRC,Tejon Ranch Co Common Stock
TREB,Trebia Acquisition Corp. Class A Ordinary Shares
TREB.U,Trebia Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-third of one Warrant
TREB.WS,Trebia Acquisition Corp. Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share
TREC,Trecora Resources Common Stock
TREX,Trex Company Inc. Common Stock
TRGP,Targa Resources Inc. Common Stock
TRI,Thomson Reuters Corp Ordinary Shares
TRN,Trinity Industries Inc. Common Stock
TRNO,Terreno Realty Corporation Common Stock
TROX,Tronox Holdings plc Ordinary Shares (UK)
TRP,TC Energy Corporation Common Stock
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares
TRTN,Triton International Limited Common Shares
TRTN.PRA,Triton International Limited
TRTN.PRB,Triton International Limited
TRTN.PRC,Triton International Limited
TRTN.PRD,Triton International Limited
TRTX,TPG RE Finance Trust Inc. Common Stock
TRU,TransUnion Common Stock
TRV,The Travelers Companies Inc. Common Stock
TS,Tenaris S.A. American Depositary Shares
TSE,Trinseo S.A. Ordinary Shares
TSI,TCW Strategic Income Fund Inc. Common Stock
TSLX,Sixth Street Specialty Lending Inc. Common Stock
TSM,Taiwan Semiconductor Manufacturing Company Ltd.
TSN,Tyson Foods Inc. Common Stock
TSQ,Townsquare Media Inc. Class A Common Stock
TT,Trane Technologies plc
TTC,Toro Company (The) Common Stock
TTI,Tetra Technologies Inc. Common Stock
TTM,Tata Motors Ltd Tata Motors Limited
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock
TU,Telus Corporation Ordinary Shares
TUFN,Tufin Software Technologies Ltd. Ordinary Shares
TUP,Tupperware Brands Corporation Common Stock
TV,Grupo Televisa S.A. Common Stock
TVC,Tennessee Valley Authority Common Stock
TVE,Tennessee Valley Authority
TWI,Titan International Inc. (DE) Common Stock
TWLO,Twilio Inc. Class A Common Stock
TWN,Taiwan Fund Inc. (The) Common Stock
TWND,Tailwind Acquisition Corp. Class A Common Stock
TWND.U,Tailwind Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one warrant
TWND.WS,Tailwind Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
TWO,Two Harbors Investment Corp
TWO.PRA,Two Harbors Investments Corp
TWO.PRB,Two Harbors Investments Corp
TWO.PRC,Two Harbors Investments Corp
TWO.PRD,Two Harbors Investments Corp
TWO.PRE,Two Harbors Investments Corp
TWTR,Twitter Inc. Common Stock
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)
TXT,Textron Inc. Common Stock
TY,Tri Continental Corporation Common Stock
TY.PR,Tri Continental Corporation
TYG,Tortoise Energy Infrastructure Corporation Common Stock
TYL,Tyler Technologies Inc. Common Stock
U,Unity Software Inc. Common Stock
UA,Under Armour Inc. Class C Common Stock
UAA,Under Armour Inc. Class A Common Stock
UAN,CVR Partners LP Common Units representing Limited Partner Interests
UBA,Urstadt Biddle Properties Inc. Common Stock
UBER,Uber Technologies Inc. Common Stock
UBP,Urstadt Biddle Properties Inc. Common Stock
UBP.PRH,Urstadt Biddle Properties Inc.
UBP.PRK,Urstadt Biddle Properties Inc.
UBS,UBS Group AG Registered Ordinary Shares
UDR,UDR Inc. Common Stock
UE,Urban Edge Properties Common Shares of Beneficial Interest
UFI,Unifi Inc. New Common Stock
UFS,Domtar Corporation (NEW) Common Stock
UGI,UGI Corporation Common Stock
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)
UHS,Universal Health Services Inc. Common Stock
UHT,Universal Health Realty Income Trust Common Stock
UI,Ubiquiti Inc. Common Stock
UIS,Unisys Corporation New Common Stock
UL,Unilever PLC Common Stock
UMC,United Microelectronics Corporation (NEW) Common Stock
UMH,UMH Properties Inc. Common Stock
UMH.PRC,UMH Properties Inc.
UMH.PRD,UMH Properties Inc.
UNF,Unifirst Corporation Common Stock
UNFI,United Natural Foods Inc. Common Stock
UNH,UnitedHealth Group Incorporated Common Stock (DE)
UNM,Unum Group Common Stock
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058
UNP,Union Pacific Corporation Common Stock
UNVR,Univar Solutions Inc. Common Stock
UPS,United Parcel Service Inc. Common Stock
URI,United Rentals Inc. Common Stock
USA,Liberty All-Star Equity Fund Common Stock
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests
USB,U.S. Bancorp Common Stock
USB.PRA,U.S. Bancorp
USB.PRH,U.S. Bancorp
USB.PRM,U.S. Bancorp
USB.PRP,U.S. Bancorp
USB.PRQ,U.S. Bancorp
USDP,USD Partners LP Common Units representing limited partner interest
USFD,US Foods Holding Corp. Common Stock
USM,United States Cellular Corporation Common Stock
USNA,USANA Health Sciences Inc. Common Stock
USPH,U.S. Physical Therapy Inc. Common Stock
USX,U.S. Xpress Enterprises Inc. Class A Common Stock
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock
UTI,Universal Technical Institute Inc Common Stock
UTL,UNITIL Corporation Common Stock
UTZ,Utz Brands Inc Class A Common Stock 
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock
UVV,Universal Corporation Common Stock
UWMC,UWM Holdings Corporation
UWMC.WS,UWM Holdings Corporation
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063
UZC,United States Cellular Corporation 7.25% Senior Notes due 2064
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070
V,Visa Inc.
VAC,Marriott Vacations Worldwide Corporation Common Stock
VALE,VALE S.A.  American Depositary Shares Each Representing one common share
VAPO,Vapotherm Inc. Common Stock
VAR,Varian Medical Systems Inc. Common Stock
VBF,Invesco Bond Fund Common Stock
VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest
VCRA,Vocera Communications Inc. Common Stock
VCV,Invesco California Value Municipal Income Trust Common Stock
VEC,Vectrus Inc. Common Stock
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares)
VEEV,Veeva Systems Inc. Class A Common Stock
VEL,Velocity Financial Inc. Common Stock
VER,VEREIT Inc. Common Stock
VER.PRF,VEREIT Inc.
VET,Vermilion Energy Inc. Common (Canada)
VFC,V.F. Corporation Common Stock
VGAC,VG Acquisition Corp. Class A Ordinary Shares
VGAC.U,VG Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
VGAC.WS,VG Acquisition Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE)
VGR,Vector Group Ltd. Common Stock
VHC,VirnetX Holding Corp Common Stock
VHI,Valhi Inc. Common Stock
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share
VICI,VICI Properties Inc. Common Stock
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares
VIST,Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value
